No_voie;BTQ;Type_voie;Voie;Total_piece;Surface_carrez;Surface_local;Type_local
43;;AV;VICTOR HUGO;2;51,64;;Appartement
15;;RUE;DUGUAY TROUIN;4;84,52;;Appartement
18;;RUE;DE L HOPITAL;3;65,46;;Appartement
11;;RUE;BROSSARD;1;29,69;;Appartement
9;;RUE;BUSSON BILLAULT;1;41,81;;Appartement
7238;;RUE;DU GOLF;1;30,29;;Appartement
19;;BD;DOCTEUR RENE DUBOIS;1;27,83;;Appartement
2;;RUE;DE NANTES;2;35;;Maison
2;;RUE;ROGER SALENGRO;2;48,03;;Appartement
18;;RUE;BONNE GARDE;2;46,92;;Appartement
8;;ALL;DES MERISIERS;5;86,1;;Appartement
9;;RUE;LAZARE CARNOT;5;94,56;;Appartement
72;;RUE;GUSTAVE FLAUBERT;5;122,5;;Maison
9002;;RUE;ERNEST SARROU;1;17,18;;Appartement
14;;BD;D ESTIENNE D ORVES;6;110,58;;Appartement
1;;SQ;CHARLES BAUDELAIRE;3;63,79;;Appartement
21;;AV;DE LA MER;2;40,5;;Appartement
14;;QUAI;DE CALIGNY;3;81,5;;Appartement
3;;RUE;SAINT MARTIN;2;71,62;;Appartement
9001;;HLM;ARLEQUIN RUE L HINZELIN;3;67,5;;Appartement
8;;RUE;DE LA MOTTE;2;55,15;;Appartement
49;B;RUE;TREMIERE;1;21,9;;Appartement
7;;PL;DE LA REPUBLIQUE;4;94,33;;Appartement
37;;RUE;SADI CARNOT;3;64,31;;Appartement
2;;RUE;DE LA RAPINE;3;52,9;;Appartement
85;;PL;JEAN JAURES;2;40,65;;Appartement
14;;RUE;CORPS FRANC POMMIES;3;53,47;;Appartement
35;;RUE;DE LA PAIX;3;76,89;;Appartement
334;;RUE;DES ACACIAS;4;64,04;;Appartement
88;;AV;PASTEUR;3;66,3;;Appartement
1388;;RTE;D ALENCON;2;34,24;;Appartement
22;;RUE;BITCHE;2;66,92;;Appartement
1;;PL;DES VICTOIRES;2;40,2;;Appartement
45;;RUE;MONTORGUEIL;1;33,49;;Appartement
14;;RUE;PAVEE;1;16,67;;Appartement
84;;RUE;SAINT ANTOINE;1;34,43;;Appartement
118;;RUE;MONGE;4;82,5;;Appartement
30;;RUE;GREGOIRE DE TOURS;1;15,3;;Appartement
9;;RUE;DES CANETTES;1;24,17;;Appartement
78;;RUE;DE RENNES;4;134,5;;Appartement
13;;RUE;DE LILLE;2;27,08;;Appartement
12;;RUE;DE CONSTANTINOPLE;2;32,06;;Appartement
22;;RUE;JEAN BAPTISTE PIGALLE;1;16,81;;Appartement
50;;RUE;DE ROCHECHOUART;5;124,95;;Appartement
78;;RUE;DE L AQUEDUC;2;50,1;;Appartement
26;;RUE;DE PARADIS;1;34,88;;Appartement
74;;RUE;DU FBG SAINT DENIS;1;87,3;;Appartement
72;;RUE;SAINT MAUR;1;21,56;;Appartement
14;;RUE;DE L ASILE POPINCOURT;1;9,44;;Appartement
235;;RUE;DE CHARENTON;1;18,19;;Appartement
105;;RUE;DU MOULIN DES PRES;2;44,3;;Appartement
3;;RUE;VULPIAN;2;35,81;;Appartement
81;;BD;BRUNE;3;59,16;;Appartement
118;;RUE;LECOURBE;3;95,1;;Appartement
235;;RUE;DE VAUGIRARD;2;62,39;;Appartement
17;;RUE;TIPHAINE;2;23,4;;Appartement
183;;RUE;SAINT CHARLES;2;38,79;;Appartement
10;;RUE;DE CIVRY;3;76,02;;Appartement
17;;RUE;LAURISTON;3;58,7;;Appartement
19;;RUE;BREY;3;87,51;;Appartement
31;;RUE;GUERSANT;1;22,52;;Appartement
104;;RUE;DES DAMES;2;39,55;;Appartement
69;;RUE;NOLLET;1;18,04;;Appartement
53;;RUE;DAMREMONT;1;18,15;;Appartement
7;;RUE;ANDRE DEL SARTE;2;39,92;;Appartement
8;;RUE;CHARLES NODIER;3;55,72;;Appartement
62;;AV;DE FLANDRE;5;93,01;;Appartement
91;;RUE;MANIN;2;82,4;;Appartement
12;;RUE;JOUYE ROUVE;2;17,6;;Appartement
4;;RUE;BELGRAND;2;43,01;;Appartement
9001;;;AVE DE GAULLE 27 FOUGERES;2;43,32;;Appartement
2;;RUE;DU GRENIER A BLE;3;58,59;;Appartement
34;;AV;DU CLOS VIMONT;5;151,17;;Maison
9;T;RUE;DE PARIS;2;37,28;;Appartement
52;;RUE;DE LA CRECHE;5;83,8;;Appartement
41;;CRS;PINTEVILLE;2;31,65;;Appartement
28;A;BD;GAMBETTA;4;92,87;;Appartement
15;;RUE;PAUL DOUMER;2;66,64;;Appartement
39;;RUE;DE CHAMP MORT;4;73,09;;Maison
2;;ALL;DE ZURICH;1;36,41;;Appartement
9;;AV;DU GENERAL DE GAULLE;1;36,2;;Appartement
3;;RUE;DE LA BALEINE DU GROENLAND;3;60,85;;Appartement
5;;PROM;DE LA SOURCE;4;82,12;;Appartement
4;;;RES LA FONTAINE SAINT MARC;5;88,94;;Appartement
307;B;BD;DU GENERAL DE GAULLE;4;138,49;;Maison
7;;AV;CARNOT;3;88,13;;Appartement
24;;VC;LES NOUVEAUX HORIZONS;1;34,62;;Appartement
16;B;RUE;DE L OISE;1;21,14;;Appartement
36;;RUE;ALFRED LASSON;3;49;;Appartement
4;;RUE;JEAN JAURES;3;14,19;;Appartement
110;;AV;MARECHAL FOCH;3;92,61;;Appartement
1;;RUE;DE TOURVILLE;1;24,26;;Appartement
24;;RUE;DES VIGNETTES;3;146,12;;Maison
13;;ALL;DES JONQUILLES;2;40,52;;Appartement
58;;RUE;DES CHANTIERS;1;12,33;;Appartement
7;;RUE;DU PRIEURE ST MARTIN;4;65,65;;Appartement
95;;RUE;JEANNE D ARC;2;25;;Appartement
3;;RUE;AGRIPPA D AUBIGNE;4;100,24;;Appartement
4;;PL;GEORGES CLEMENCEAU;5;114,73;;Maison
9;;IMP;RONSARD;2;41,78;;Appartement
200;;RUE;RICHELIEU;2;22,66;;Appartement
9102;;RES;L ESQUILLETTE LE PORT;1;21,05;;Appartement
9011;;;LES MARINES DE COGOLIN;2;49,96;;Appartement
6;;RUE;SAINT ROCH;3;18,73;;Appartement
610;;AV;PRESIDENT VINCENT AURIOL;1;25,44;;Appartement
2;;BD;ALATA;4;59,79;;Appartement
17;;AV;DE L ELISA;3;49;;Appartement
1648;;BD;JEAN BAPTISTE ABEL;3;69,44;;Appartement
13;;RUE;DE LA REPUBLIQUE;3;60,76;;Appartement
17;;IMP;ALEXANDRE DUMAS;3;67,57;;Maison
60;;ALL;PRE GRASSIERE;2;41,85;;Appartement
4;;RUE;DU PUITS DORE;1;23,25;;Appartement
27;;ALL;DES PIGNONS;1;13,21;;Appartement
83;;RUE;DE LA BUGELLERIE;2;42,55;;Appartement
82;;RUE;FRANCOIS CHENIEUX;4;80,47;;Appartement
12;;RUE;DE LA CLAIRIE;4;76,18;;Appartement
17;;RUE;DU CANTON;3;60,27;;Appartement
44;;RTE;DE MAXONCHAMP;4;90,16;;Appartement
3;;RUE;DE BELLEVUE;1;31,18;;Appartement
12;;RUE;DE MILLY;4;50,81;;Appartement
21;;RTE;DE LA FERTE;2;42,8;;Appartement
9001;;;OR SENART ANDERSEN;3;69,29;;Appartement
36;;RUE;HENRI LOT;3;54,6;130;Maison
10;;RUE;DE GEROFOSSE;4;77,3;;Appartement
41;C;RUE;DE CLERCY;4;78,05;;Maison
41;;RUE;DES CHARMES;3;58,8;;Maison
27;;RUE;LEON BOURGEOIS;3;68,08;;Appartement
4;;RUE;DES PAQUERETTES;5;95,51;;Maison
9002;;SQ;DE LA BRASSERIE;3;62,07;;Appartement
55;;AV;DU GENERAL LECLERC;1;25,46;;Appartement
7;;RUE;DU HUIT MAI 1945;5;109,15;;Appartement
231;;AV;JEAN JAURES;2;37,33;;Appartement
5;;RUE;JULES FERRY;2;33,66;;Appartement
2;;RUE;DE LA VALLEE DU BOIS;2;39,26;;Appartement
5;;PARC;DE LATTRE DE TASSIGNY;4;83,83;;Appartement
38;;AV;PASTEUR;4;98,16;;Appartement
146;;RUE;DES ETUDIANTS;5;130;;Appartement
5;;RUE;DE L ABBE DERRY;1;33,14;;Appartement
1;;RUE;DIDEROT;1;24,13;;Appartement
28;;RUE;DU PDT WILSON;2;49,3;;Appartement
36;;AV;HENRI GINOUX;3;51,66;;Appartement
24;;AV;DU MARECHAL JOFFRE;3;55,13;;Appartement
3;;BD;DE LA SAUSSAYE;4;161;;Appartement
25;;BD;LEFEVRE;1;18,75;;Appartement
39;;RUE;DE LA CAPSULERIE;3;63,8;;Appartement
37;;AV;DE LA DIVISION LECLERC;2;31,45;;Appartement
21;;BD;EUGENE DECROS;1;27,84;;Appartement
14;;AV;DE LA RESISTANCE;3;71,75;;Appartement
17;;BD;MARCEL SEMBAT;3;61,78;;Appartement
8;;AV;GAMBETTA;3;67,5;;Appartement
9;;RUE;GABRIEL FAURE;4;75,25;;Appartement
8;;VLA;DES FRENES;2;49,9;;Appartement
13;;ALL;DU MALI;4;67,15;;Appartement
23;;ALL;DES EFFES;2;46,79;;Appartement
17;;RUE;BARBES;3;46,25;;Appartement
4;;ALL;BELLE CROIX;3;66,84;;Appartement
4;;RUE;ANDRE PONTIER;1;27,86;;Appartement
2;;RUE;DE LA STATION;3;51,44;;Appartement
51;;;LE PARC DE BAILLET;5;108,87;;Maison
34;;RUE;DE LA BERTHIE;3;50,3;;Appartement
4;;CHE;DES POSTES;3;62,29;;Appartement
3;;RUE;DE LA BARRE;2;42,35;;Appartement
45;;RUE;DE MALLEVILLE;2;25,25;;Appartement
15;;RUE;DE L YSIEUX;4;82,4;;Maison
1;;RUE;DES ECOLES;3;64,74;;Appartement
14;;ALL;DU CLOS DES BOTTES;6;137,74;;Maison
50;;RUE;DE VAUCELLES;3;25,36;;Appartement
5028;;CHE;DE STE ANNETTE;4;102,87;;Appartement
7215;;;STATION DE SAINT JEAN;1;28,02;;Appartement
1;;RUE;JULES BOURDIN;2;39,16;;Appartement
;;RES;LA BERANGERE;1;32,84;;Appartement
9;;CHE;DES ROUVRES;5;117,34;;Appartement
21;;PROM;DE LA PLAGE;1;14,01;;Appartement
1;;AV;DE L HOTEL DE VILLE;1;21,29;;Appartement
73;;AV;DOC RAYMOND PICAUD;3;109,32;;Appartement
405;;BD;JACQUES MONOD;4;77,39;;Appartement
27;;AV;MAURICE JEANPIERRE;3;70,31;;Appartement
27;;AV;DU TROIS SEPTEMBRE;1;16,38;;Appartement
2;;AV;THIERS;1;30,7;;Appartement
107;;BD;FRANCOIS GROSSO;4;88,56;;Appartement
20;B;AV;MONT RABEAU;1;27;;Appartement
67;;AV;SIMONE VEIL;3;68,43;;Appartement
834;;COR;FAHNESTOCK;1;23,03;;Appartement
9500;;;LA MAGDELAINE;3;58,85;;Appartement
345;;RUE;HECTOR GUIMARD;2;48,37;;Appartement
5;;RUE;DOC CADET;3;93,1;;Appartement
27;;ALL;D IENA;3;71,94;;Appartement
40;;PAS;DE LA MISAINE;1;27,37;;Appartement
385;;RES;TERRASSES MEDITERRANEE 1;2;25,75;;Appartement
1;;AV;DU SOLEIL  (PLAGE);1;17,37;;Appartement
9005;;AV;JOSEPH FALLEN;3;49,95;;Appartement
9013;;AV;DES ALOUETTES;5;125,78;;Maison
461;A;CHE;DES BAGNOLS;1;22,04;;Appartement
1;;RUE;FRANCOIS MASSABO;3;54;;Appartement
8;B;RUE;COLLIN;1;37,49;;Appartement
257;;BD;CHAVE;3;53,77;;Appartement
1;;RUE;ESCOFFIER;3;56,62;;Appartement
5;;RUE;VIRGILE MARRON;3;58,15;;Appartement
60;;RUE;NAU;2;75,92;;Appartement
49;;RUE;D ENDOUME;2;45,51;;Appartement
8;;AV;GASCOGNE;4;93,12;;Appartement
88;;AV;DE MAZARGUES;3;56,1;;Appartement
41;;AV;ANDRE ZENATTI;1;29;;Appartement
130;;CHE;DE MORGIOU;3;74,1;;Appartement
391;;BD;ROMAIN ROLLAND;3;51,29;;Appartement
32;;RUE;ANDRE AUDOLI;6;111,38;;Appartement
122;B;TSSE;NTRE DAME BON SECOURS;3;44,01;;Appartement
9999;;AV;JEAN MOULIN;2;24,28;;Appartement
16;T;IMP;DE L OISELIERE;3;48,7;;Appartement
36;;RUE;DU COLLEGE;3;55,29;;Appartement
91;;AV;DU CIMETIERE;2;49,3;;Appartement
63;B;RUE;DU MINIHY;4;67;;Maison
14;;RUE;SAINT CYPRIEN;2;36,9;;Appartement
20;;LOT;LES BLACHERES;5;107,8;;Maison
21;;RUE;MARX DORMOY;3;59,42;;Appartement
95;A;AV;VICTOR HUGO;4;84,3;;Appartement
9002;;BD;ABEL LEFEVRE;3;87,5;;Appartement
9011;;AV;PRESIDENT KENNEDY;2;34,62;;Appartement
1;;RES;PARC LUCIE BAT MURO;2;40,79;;Appartement
1;;RES;HOTELIERE LES FLOTS BLEUS;1;20,58;;Appartement
5839;;DOM;DE SAINT CYPRIEN;3;80,74;;Appartement
6179;;;PADULACCIA;3;68,19;;Appartement
6;;RUE;EMILE ZOLA;2;14;;Appartement
225;;RTE;DES MARINES;1;20,46;;Appartement
35;;RUE;VINCENT FAITA;3;93,78;;Appartement
13;;RUE;JOSIAS PAUT;4;61,06;;Appartement
17;;RUE;DU NOVICIAT;4;90;;Appartement
26;;CRS;VICTOR HUGO;1;41,34;;Appartement
27;;AV;MARYSE BASTIE;3;66,74;;Appartement
159;;RUE;LAROCHE;2;41,04;;Appartement
3;;RUE;HENRY MATISSE;4;100,03;;Appartement
;;;LE BOURG;1;63,81;;Appartement
55;;RUE;CLEMENT THOMAS;1;17,46;;Appartement
9001;;RES;ALIENOR D AQUITAINE;4;78,54;;Appartement
9004;;RUE;JEAN ZAY;1;29,9;;Appartement
3;T;RUE;HENRI DUNANT;5;81,6;;Appartement
23;;RUE;LAMARTINE;4;91,25;;Maison
94;;AV;SADI CARNOT;7;140,82;;Maison
5;;AV;RAOUL BONNECAZE;1;19,31;;Appartement
141;;AV;VAUBAN;2;23,28;;Appartement
8;;IMP;DE LA SOURCE;4;77,74;;Maison
10;;RUE;DE LA PSALETTE;1;36,3;;Appartement
14;;RUE;ROSE GARET;3;68,09;;Appartement
10;;RUE;FERNAND LEGER;3;61,83;;Appartement
31;;RTE;DU VERCORS;1;20,31;;Appartement
6;;RUE;MARCEL AYME;3;69,2;;Appartement
35;;;GRANDE RUE;2;52,58;;Appartement
4;;CHE;DES CRAZATS;4;75,38;;Appartement
2;A;RUE;DU FAUBOURG DE COUZON;3;72,36;;Appartement
25;;QUAI;DE L ILE;2;56,95;;Appartement
10;;RUE;LA TOUR D AUVERGNE;1;19,7;;Appartement
11;;RUE;DE LA LOIRE;2;38,33;;Appartement
100;;RUE;DES PIES;5;143,16;;Maison
39;;RUE;DES SANSONNIERES;4;67,08;;Appartement
59;;RUE;DU MAL JUIN;1;36,35;;Appartement
32;;RES;DU STADE;4;75;;Appartement
15;;RUE;DE CHALONS;3;65,4;;Appartement
2;;RUE;TERRASSE DES NARVANNES;2;49,38;;Appartement
8;;RUE;JOSEPH LABBE;3;80,63;;Appartement
25;;RUE;DUPONT DES LOGES;1;18,41;;Appartement
42;;RUE;YVES COGOI;3;76,24;;Maison
1;;RUE;EUGENE DELACROIX;4;68,23;;Appartement
24;;RUE;DES BLANCHISSEURS;2;47,95;;Appartement
14;;RUE;ROGER VERGIN;3;77;;Appartement
3;;RUE;FERNAND GUILBERT;1;37;;Appartement
128;;RUE;PIERRE LEGRAND;2;44,17;;Appartement
142;;AV;SAINT MAUR;3;61,87;;Appartement
307;;AV;DE LATTRE DE TASSIGNY;3;59,99;;Appartement
57;;RUE;DU MARECHAL FOCH;0;65,36;;Appartement
62;;RUE;JEAN BART;4;85,61;;Appartement
36;B;AV;GAMBETTA;3;65,3;;Maison
22;;RUE;GASTON WATEAU;2;47,6;;Appartement
6;;BD;FAIDHERBE;3;61,5;;Appartement
74;;RUE;ARTHUR LAMENDIN;2;35,47;;Appartement
33;;RUE;DE LA RAILLERE;3;35,84;;Appartement
3;;RUE;DU PORT;1;15,2;;Appartement
62;;AV;DU CHATER;3;61,04;;Appartement
1;B;AV;MARCEL CACHIN;3;62,85;;Appartement
38;;RUE;COLIN;2;60,62;;Appartement
4;;RUE;CAMILLE KOECHLIN;4;67,02;;Appartement
35;;RUE;ARAGO;2;40,48;;Appartement
2694;;RTE;DE STRASBOURG;1;36,52;;Appartement
2;;RUE;AUDRAN;2;43,85;;Appartement
104;;RUE;DUGUESCLIN;6;116,4;;Appartement
20;;RUE;DES PAQUERETTES;2;40,37;;Appartement
424;;AV;DES GDES PLATIERES;3;76,3;;Appartement
17;;RUE;DUPHOT;3;111,1;;Appartement
16;;RUE;CAFFARELLI;3;30,93;;Appartement
92;;RUE;DE TURENNE;4;71,4;;Appartement
83;;RUE;DU TEMPLE;4;78,46;;Appartement
28;;RUE;DE TURBIGO;1;11,07;;Appartement
9;;RUE;DE TURENNE;2;35,6;;Appartement
49;;RUE;CENSIER;3;52,68;;Appartement
24;;RUE;DES ECOLES;1;6,75;;Appartement
34;;RUE;SAINT JACQUES;1;26;;Appartement
123;;RUE;DE RENNES;4;71,15;;Appartement
84;B;RUE;DE GRENELLE;4;52,3;;Appartement
12;;RUE;DE L EXPOSITION;2;29,44;;Appartement
11;;RUE;D ARTOIS;1;9,81;;Appartement
50;;BD;MALESHERBES;2;88,84;;Appartement
5;;PL;PIGALLE;3;122,48;;Appartement
34;;RUE;NOTRE DAME DE LORETTE;3;44,2;;Appartement
44;;RUE;BLANCHE;1;41,2;;Appartement
23;;RUE;RICHER;1;4,7;;Appartement
14;;RUE;GERANDO;4;4,55;;Appartement
38;;RUE;LOUIS BLANC;2;46,31;;Appartement
21;;RUE;D ALSACE;3;170,66;;Appartement
17;B;RUE;DE PARADIS;3;100,94;;Appartement
42;;RUE;DU FAUBOURG DU TEMPLE;4;61,4;;Appartement
56;;RUE;DE LA FONTAINE AU ROI;2;23,1;;Appartement
111;;BD;RICHARD LENOIR;1;11,09;;Appartement
77;;AV;PARMENTIER;4;157,57;;Appartement
19;;RUE;DE LAPPE;2;42,79;;Appartement
321;;RUE;DE CHARENTON;1;100;;Appartement
212;;RUE;DU FBG ST ANTOINE;2;49,59;;Appartement
2;;RUE;NICOLAS RORET;2;34,31;;Appartement
20;;RUE;LE DANTEC;3;69,87;;Appartement
16;;RUE;DE LA GLACIERE;1;15,1;;Appartement
4;;RUE;DU DOUANIER ROUSSEAU;3;65,85;;Appartement
17;;RUE;PECLET;2;57,74;;Appartement
4;;RUE;BORROMEE;4;105,03;;Appartement
3;;RUE;LECOURBE;3;68,77;;Appartement
15;;RUE;LAKANAL;3;68,15;;Appartement
330;;RUE;LECOURBE;2;33,29;;Appartement
33;;RUE;SPONTINI;3;52,77;;Appartement
54;;AV;D IENA;1;22,7;;Appartement
4;;RUE;DU SERGENT HOFF;1;29,01;;Appartement
5;;RUE;LEMERCIER;3;54,58;;Appartement
29;;RUE;DES APENNINS;1;18,92;;Appartement
73;;RUE;GUY MOQUET;2;28,27;;Appartement
4;;PL;JACQUES FROMENT;3;56,9;;Appartement
98;;RUE;DAMREMONT;4;54,01;;Appartement
4;;RUE;EUGENE SUE;1;6,75;;Appartement
93;;RUE;DES POISSONNIERS;5;143,05;;Appartement
62;;RUE;DOUDEAUVILLE;4;114,53;;Appartement
100;;AV;JEAN JAURES;3;59,1;;Appartement
41;;RUE;ARTHUR ROZIER;2;47,71;;Appartement
5;;RUE;CAVENDISH;3;77,86;;Appartement
35;;AV;MATHURIN MOREAU;2;54;;Appartement
117;;AV;FOCH;3;74,95;;Appartement
10;;RUE;DESMALLIERES;3;65,33;;Appartement
14;;SQ;LAURENT DE MEDICIS;4;75,85;;Maison
5;;SQ;LOGARITHMES;6;117,04;;Maison
58;B;RUE;DU 26 AOUT 1944;2;41,92;;Appartement
20;;RUE;DU CLOS GIRARD;2;43,34;;Appartement
1;;BD;ETIENNE HARDY;3;68,28;;Appartement
2;;CRS;DE VERDUN;1;24,88;;Appartement
4;;ALL;ARTHUR RIMBAUD;2;46,07;;Appartement
90;;AV;CARNOT;5;91,77;;Maison
33;;;RESIDENCE DE LA MARNE;5;95,53;;Maison
3;;RUE;LA BRUYERE;3;59,91;;Appartement
5;;RES;TROIS FORETS;4;73,43;;Appartement
45;;RUE;DES FLEURS;1;19,83;;Appartement
29;;AV;LUCIEN RENE DUCHESNE;2;48,96;;Appartement
10;;;RES DU BEL EBAT;3;77,24;;Appartement
15;B;RUE;BRUNIER BOURBON;2;30,89;;Appartement
85;;AV;DU MAL FOCH;3;58,26;;Appartement
6;;RTE;DE VERSAILLES;3;40,08;;Maison
3;;RUE;LE CORBUSIER;2;50,59;;Appartement
39;;AV;LE KAIN;2;52,01;;Appartement
45;B;AV;LE KAIN;3;73,77;;Appartement
2;;ALL;DE LA MEUSE;2;53,23;;Appartement
1;;AV;DES SOLITAIRES;4;85,44;;Appartement
2;;RUE;DES TANNERIES;2;53,7;;Appartement
6;;ALL;SYLVESTRE;2;48,13;;Appartement
5;;AV;DE SAINT GERMAIN;2;44,43;;Appartement
143;;RUE;PHILIPPE SOUPAULT;4;86,56;;Maison
6;;BD;DE LA PAIX;3;68,96;;Appartement
21;;RUE;DANIELE CASANOVA;4;108,27;;Appartement
73;;RUE;PEREIRE;3;61,72;;Appartement
2;;RUE;DE VERDUN;4;63,19;;Appartement
27;;AV;DE LA GARE;1;34,54;;Appartement
5;B;ALL;DU GROS CHENE;3;75,8;;Appartement
19;;RUE;D ELIE;3;112,64;;Appartement
11;;PL;DU BUOC;3;68,87;;Appartement
9;;RUE;LEDRU ROLLIN;1;22,74;;Appartement
81;;RUE;PAUL GAUGUIN;3;60,23;;Appartement
32;B;RUE;MARIE CHRISTINE BLACHAS;2;44,51;;Appartement
220;;AV;JEAN MONNET;3;54,81;;Appartement
6;;RUE;JANVIER;3;48,73;;Appartement
336;C;RTE;D'ENTRAIGUES;3;57,63;;Appartement
3;;RUE;DU ROBINET;2;33,07;;Appartement
4;;RUE;ABBE BILLAUD;1;19,8;;Appartement
37;;AV;DES GENETS - CHATEAU;2;26,57;;Appartement
106;;BD;DES OCEANIDES;3;43,55;;Appartement
36;;AV;DU COMTE DE MARENNES;3;40,99;;Maison
4;;RES;LES ALOUETTES 2;3;43,4;;Appartement
2;;RPT;MARGAINE;2;27,79;;Appartement
41;;AV;DES BENEDICTINS;4;126,23;;Appartement
9;;RUE;DE MOYENFAING;4;91,94;;Appartement
83;;RUE;DES DAMES;3;24,06;;Appartement
3;;BD;VOLTAIRE;1;29,64;;Appartement
4;;SQ;DU GRAND FOC;6;118;;Maison
4;;SQ;ARTHUR RIMBAUD;2;46;;Appartement
6;;ALL;JEAN OLIVIER NICOLAS;2;48,9;;Appartement
29;;RUE;DU GENERAL LECLERC;1;25,9;;Appartement
9;;RUE;GERMAINE TILLION;3;67,68;;Appartement
127;;AV;RENE CASSIN;2;36,49;;Appartement
84;;RUE;DE PARIS;1;21,24;;Appartement
9001;;FRM;DU TEMPLE;3;55,74;;Appartement
7;;RUE;D'AQUITAINE;3;60,74;;Appartement
3;;RUE;DE TIGERY;2;41,57;;Appartement
21;;RUE;DES ROSSAYS;3;59,02;;Appartement
10;;RUE;GAUGUIN;4;65,67;;Appartement
1;;SQ;DES ECRIVAINS;4;83,54;;Appartement
159;;RTE;DE FLEURY;2;38,68;;Appartement
5;;RES;LA VAUCOULEUR;3;71,6;;Appartement
30;;RUE;VELPEAU;4;89,3;;Appartement
49;;RUE;DE CHATENAY;4;118,87;;Appartement
11;;ALL;DES MARRONNIERS;1;38,28;;Appartement
15;;ALL;EDGAR BRANDT;2;61;;Appartement
24;;RUE;DUFFAUT;3;56,9;;Appartement
4;;RUE;HEBERT;1;12,32;;Appartement
231;;AV;JEAN JAURES;1;12,84;;Appartement
76;;BD;VICTOR HUGO;2;27,93;;Appartement
51;;RUE;EDITH CAVELL;3;65,17;;Appartement
22;;RUE;DE LA DEFENSE;1;33,13;;Appartement
9;B;RUE;KLEBER;4;114,1;;Maison
31;;RUE;MARJOLIN;3;57,79;;Appartement
5;;AV;LEON GAMBETTA;1;37,09;;Appartement
42;;PL;JULES FERRY;1;70;;Appartement
23;;RUE;DU DOCTEUR CHARCOT;4;75,31;;Appartement
13;;RUE;FERNAND PELLOUTIER;3;57;;Appartement
33;;RUE;DU DOCTEUR ZAMENHOFF;4;94,47;;Appartement
24;;BD;LOUIS LOUCHEUR;4;87,72;;Appartement
29;;AV;DU GEN CHARLES DE GAULLE;4;82,51;;Appartement
22;;AV;DE LA BELLE GABRIELLE;3;79,6;;Appartement
55;;RUE;JEAN JAURES;3;72,31;;Appartement
21;B;RUE;D AVRON;4;82,02;;Appartement
11;B;RUE;ROMAIN ROLLAND;2;30,35;;Appartement
65;;RUE;DE ROMAINVILLE;2;39,68;;Appartement
212;;AV;MAL DE LATTRE DE TASSIGNY;3;49,96;;Appartement
70;;RUE;DU LAVOIR;4;78,9;;Maison
17;;RUE;I ET F JOLIOT CURIE;4;81,77;;Appartement
173;;RUE;DE PARIS;2;17,44;;Appartement
22;;RUE;BAUDIN;5;109,86;;Appartement
36;;RUE;JULES AUFFRET;3;56,58;;Appartement
37;;ALL;DANTON;2;32,77;;Appartement
48;;AV;DE LA RESISTANCE;1;12,65;;Appartement
33;;AV;P VAILLANT COUTURIER;4;81,22;;Appartement
19;;RUE;DES DEUX COMMUNES;2;46,76;;Appartement
30;B;RUE;GARIBALDI;2;36,91;;Appartement
33;;RUE;BIR HAKEIM;1;20,01;;Appartement
3;;RUE;DES PAROUZETS;2;48,01;;Appartement
12;;AV;PABLO PICASSO;2;46,95;;Appartement
19;;QUAI;BLANQUI;1;19,05;;Appartement
5;B;PL;DE LA PEUPLERAIE;2;49,04;;Appartement
21;;RUE;DE LA SOLIDARITE;2;36,25;;Appartement
65;B;RUE;DU PARC DE CACHAN;3;104,73;;Maison
56;;RUE;ALBERT THOMAS;3;209,87;;Appartement
29;;AV;DE BEAUREGARD;4;76,38;;Maison
204;;BD;DE STALINGRAD;2;36,52;;Appartement
9;;RUE;DU CHATEAU;3;67,36;;Appartement
3;;AV;GARENNIERE;2;44,06;;Appartement
78;;RUE;D ARCUEIL;4;56;;Maison
4;;RUE;JEAN MOULIN;4;82,65;;Appartement
14;;RUE;VEROLLOT;2;32,64;;Appartement
2;;QUAI;PIERRE BROSSOLETTE;7;43,93;;Appartement
13;;AV;DE FONTAINEBLEAU;2;49,7;;Appartement
21;;RUE;VICTOR HUGO;2;26,04;;Appartement
18;;ALL;DES EGLANTINES;7;158;438;Maison
16;;;GR  RUE CHARLES DE GAULLE;3;65,83;;Appartement
17;;AV;GAMBETTA;3;79,86;;Appartement
102;;AV;BEAUREPAIRE;2;44,52;;Appartement
1;;CITE;VERTE;3;57,28;;Appartement
24;;RUE;VICTOR BASCH;1;35,21;;Appartement
5;B;RUE;DU COLONEL FABIEN;3;60,32;;Appartement
26;;RUE;LEON BLUM;4;77,8;;Appartement
17;;RUE;JULES GUESDE;4;76,55;;Appartement
3;B;RUE;DE L EGLISE;2;28,16;;Appartement
3;;RUE;CREBILLON;3;77,5;;Appartement
37;;RUE;DE LA BIENFAISANCE;3;71,92;;Appartement
15;;RUE;DES VIGNERONS;1;15,8;;Appartement
46;;AV;PIERRE BROSSOLETTE;2;33,43;;Appartement
20;;RUE;PIERRE SEMARD;1;30,12;;Appartement
1;;RUE;DEFRESNE BAST;1;50;;Appartement
110;;RUE;DES COURLIS;2;31,19;;Appartement
24;;AV;DENIS PAPIN;2;54,64;;Appartement
10;;RUE;DES HORTENSIAS;6;129,74;;Maison
25;;RUE;DE LA BARRE;2;40,05;;Appartement
216;;RUE;DU GENERAL LECLERC;3;62,72;;Appartement
214;;RUE;DU GENERAL LECLERC;3;65,36;;Appartement
